,Start,End,Crackles,Wheezes,duration,start_index,end_index,start_index_int,end_index_int,y_segment,source
2,13.881,19.891,0,0,6.009999999999998,306076.05,438596.55,306076,438596,"[-0.04584979 -0.03312436 -0.04194367 ...  0.28821465  0.28226247
  0.28035152]",200_2p3_Lr_mc_AKGC417L
0,2.145,7.788,1,0,5.643000000000001,47297.25,171725.4,47297,171725,"[-0.15619184 -0.15546885 -0.15435737 ...  0.08056715  0.08188771
  0.08585811]",200_2p3_Pl_mc_AKGC417L
1,7.788,13.881,0,0,6.093,171725.4,306076.05,171725,306076,[0.08685256 0.08051724 0.08107408 ... 0.7334337  0.7313786  0.73495173],200_2p3_Pl_mc_AKGC417L
2,13.881,19.891,0,0,6.009999999999998,306076.05,438596.55,306076,438596,"[ 0.73270184  0.7416667   0.7438267  ... -0.04857629 -0.04049834
 -0.03926874]",200_2p3_Pl_mc_AKGC417L
0,2.145,7.788,0,0,5.643000000000001,47297.25,171725.4,47297,171725,"[-0.15313996 -0.14931038 -0.15263866 ...  0.44550845  0.44641447
  0.44406968]",200_2p3_Pr_mc_AKGC417L
1,7.788,13.881,0,0,6.093,171725.4,306076.05,171725,306076,"[ 0.44800672  0.44702736  0.44774848 ... -0.13427791 -0.13318469
 -0.1313759 ]",200_2p3_Pr_mc_AKGC417L
2,13.881,19.891,0,0,6.009999999999998,306076.05,438596.55,306076,438596,"[-0.13018209 -0.1248906  -0.11883448 ... -0.10066223 -0.10078589
 -0.10012166]",200_2p3_Pr_mc_AKGC417L
0,2.145,7.788,1,0,5.643000000000001,47297.25,171725.4,47297,171725,[0.4921437  0.49378484 0.4954428  ... 0.2863475  0.28525177 0.282951  ],200_2p3_Tc_mc_AKGC417L
1,7.788,13.881,0,0,6.093,171725.4,306076.05,171725,306076,"[ 0.2798698   0.2768088   0.27545568 ... -0.23184995 -0.23133539
 -0.2296808 ]",200_2p3_Tc_mc_AKGC417L
2,13.881,19.891,1,0,6.009999999999998,306076.05,438596.55,306076,438596,"[-0.22897507 -0.22758369 -0.22534665 ...  0.20849529  0.21067399
  0.21206184]",200_2p3_Tc_mc_AKGC417L
0,0.175,3.297,0,0,3.1220000000000003,3858.7499999999995,72698.85,3858,72698,"[ 0.12245791  0.12402239  0.12132624 ... -0.10120027 -0.10296782
 -0.10639939]",200_2p4_Al_mc_AKGC417L
1,3.297,7.805,0,0,4.507999999999999,72698.85,172100.25,72698,172100,"[-0.10672972 -0.11298451 -0.10887627 ...  0.20047398  0.1986691
  0.19700441]",200_2p4_Al_mc_AKGC417L
2,7.805,11.594,0,0,3.7889999999999997,172100.25,255647.69999999998,172100,255647,[0.19668347 0.196239   0.18636473 ... 0.12003873 0.12141628 0.12522316],200_2p4_Al_mc_AKGC417L
3,11.594,15.902,0,0,4.308,255647.69999999998,350639.1,255647,350639,"[ 0.12229957  0.1220893   0.12134122 ... -0.02227439 -0.02316638
 -0.02448204]",200_2p4_Al_mc_AKGC417L
4,15.902,17.387,0,0,1.4850000000000012,350639.1,383383.35000000003,350639,383383,"[-0.02388953 -0.02262931 -0.02366629 ...  0.0222112   0.02275405
  0.01990285]",200_2p4_Al_mc_AKGC417L
0,0.175,3.297,0,0,3.1220000000000003,3858.7499999999995,72698.85,3858,72698,"[-0.20917027 -0.20573969 -0.21036068 ... -0.76600707 -0.7775033
 -0.7963006 ]",200_2p4_Ar_mc_AKGC417L
1,3.297,7.805,0,0,4.507999999999999,72698.85,172100.25,72698,172100,"[-0.80764127 -0.82018906 -0.84107846 ... -0.2033748  -0.20580038
 -0.20882289]",200_2p4_Ar_mc_AKGC417L
2,7.805,11.594,0,0,3.7889999999999997,172100.25,255647.69999999998,172100,255647,"[-0.20684569 -0.20368984 -0.19676463 ...  0.9999999   0.9999999
  0.9999999 ]",200_2p4_Ar_mc_AKGC417L
3,11.594,15.902,0,0,4.308,255647.69999999998,350639.1,255647,350639,"[ 0.9999999   0.9999999   0.9999999  ... -0.15858197 -0.16370611
 -0.15446922]",200_2p4_Ar_mc_AKGC417L
4,15.902,17.387,0,0,1.4850000000000012,350639.1,383383.35000000003,350639,383383,"[-0.14619388 -0.14729512 -0.14658643 ...  0.33734196  0.34166986
  0.3534903 ]",200_2p4_Ar_mc_AKGC417L
0,0.175,3.297,0,0,3.1220000000000003,3858.7499999999995,72698.85,3858,72698,"[-0.13235432 -0.13386565 -0.13245882 ...  0.29655716  0.30237585
  0.301308  ]",200_2p4_Lr_mc_AKGC417L
1,3.297,7.805,0,0,4.507999999999999,72698.85,172100.25,72698,172100,[0.29263353 0.3054077  0.29725626 ... 0.08140668 0.07884862 0.08491779],200_2p4_Lr_mc_AKGC417L
2,7.805,11.594,0,0,3.7889999999999997,172100.25,255647.69999999998,172100,255647,[0.08819932 0.09021237 0.08798706 ... 0.6443017  0.6494899  0.64551187],200_2p4_Lr_mc_AKGC417L
3,11.594,15.902,0,0,4.308,255647.69999999998,350639.1,255647,350639,"[ 0.6430588   0.6524412   0.64792323 ... -0.00228632  0.00390965
  0.00998962]",200_2p4_Lr_mc_AKGC417L
4,15.902,17.387,0,0,1.4850000000000012,350639.1,383383.35000000003,350639,383383,"[ 0.02137587  0.01575845  0.0125768  ... -0.238954   -0.23886386
 -0.24256268]",200_2p4_Lr_mc_AKGC417L
0,0.175,3.297,0,0,3.1220000000000003,3858.7499999999995,72698.85,3858,72698,[0.24350111 0.24649528 0.250399   ... 0.2842303  0.28403476 0.28050715],200_2p4_Pl_mc_AKGC417L
1,3.297,7.805,0,0,4.507999999999999,72698.85,172100.25,72698,172100,[0.28398937 0.2802037  0.27624774 ... 0.4037182  0.40451503 0.40152207],200_2p4_Pl_mc_AKGC417L
2,7.805,11.594,0,0,3.7889999999999997,172100.25,255647.69999999998,172100,255647,"[ 0.41281837  0.40943474  0.40765837 ... -0.20856136 -0.2103885
 -0.22060345]",200_2p4_Pl_mc_AKGC417L
3,11.594,15.902,1,0,4.308,255647.69999999998,350639.1,255647,350639,"[-0.22855225 -0.22978185 -0.23381607 ...  0.16525227  0.16715236
  0.17242189]",200_2p4_Pl_mc_AKGC417L
4,15.902,17.387,0,0,1.4850000000000012,350639.1,383383.35000000003,350639,383383,"[ 0.1694144   0.16404414  0.16699356 ... -0.1617901  -0.15593915
 -0.153159  ]",200_2p4_Pl_mc_AKGC417L
0,0.175,3.297,1,0,3.1220000000000003,3858.7499999999995,72698.85,3858,72698,"[ 0.5033064   0.4986346   0.49847266 ... -0.3889431  -0.38592142
 -0.38609666]",200_2p4_Pr_mc_AKGC417L
1,3.297,7.805,0,0,4.507999999999999,72698.85,172100.25,72698,172100,"[-0.39443624 -0.39594194 -0.3933861  ...  1.0000383   0.9999186
  1.0002123 ]",200_2p4_Pr_mc_AKGC417L
2,7.805,11.594,0,0,3.7889999999999997,172100.25,255647.69999999998,172100,255647,"[ 0.9989087   0.994974    0.9886377  ... -0.2760866  -0.2726768
 -0.27337453]",200_2p4_Pr_mc_AKGC417L
3,11.594,15.902,0,0,4.308,255647.69999999998,350639.1,255647,350639,"[-0.27271044 -0.2731569  -0.27558896 ...  0.08049612  0.08519562
  0.08988953]",200_2p4_Pr_mc_AKGC417L
4,15.902,17.387,0,0,1.4850000000000012,350639.1,383383.35000000003,350639,383383,[0.09454847 0.09295735 0.09325789 ... 0.02915721 0.02882557 0.03087411],200_2p4_Pr_mc_AKGC417L
0,0.175,3.297,0,0,3.1220000000000003,3858.7499999999995,72698.85,3858,72698,"[ 0.10113297  0.09549461  0.08861946 ... -0.15333866 -0.15574154
 -0.15926923]",200_2p4_Tc_mc_AKGC417L
1,3.297,7.805,0,0,4.507999999999999,72698.85,172100.25,72698,172100,"[-0.16085313 -0.16331552 -0.16647929 ... -0.19599327 -0.19364563
 -0.1916114 ]",200_2p4_Tc_mc_AKGC417L
2,7.805,11.594,0,0,3.7889999999999997,172100.25,255647.69999999998,172100,255647,"[-0.18814969 -0.1853732  -0.18237212 ...  0.5990202   0.59850425
  0.5967353 ]",200_2p4_Tc_mc_AKGC417L
3,11.594,15.902,0,0,4.308,255647.69999999998,350639.1,255647,350639,"[ 0.5945663   0.5933196   0.59068525 ... -0.06921647 -0.06886225
 -0.06777894]",200_2p4_Tc_mc_AKGC417L
4,15.902,17.387,0,0,1.4850000000000012,350639.1,383383.35000000003,350639,383383,"[-0.06751594 -0.06764382 -0.06663204 ...  0.00716979  0.00760646
  0.00926727]",200_2p4_Tc_mc_AKGC417L
0,0.309,6.503,0,0,6.194,6813.45,143391.15,6813,143391,[0.21841109 0.21874806 0.22397105 ... 0.05138401 0.05594743 0.05209729],200_3p4_Al_mc_AKGC417L
1,6.503,11.094,0,0,4.590999999999999,143391.15,244622.69999999998,143391,244622,"[ 0.04977752  0.05300944  0.05718662 ... -0.00040781  0.00064066
 -0.00267323]",200_3p4_Al_mc_AKGC417L
2,11.094,14.79,0,0,3.6959999999999997,244622.69999999998,326119.5,244622,326119,"[-0.00560486 -0.00405817 -0.01133753 ...  0.49933746  0.5035811
  0.5098589 ]",200_3p4_Al_mc_AKGC417L
3,14.79,19.057,0,0,4.2669999999999995,326119.5,420206.85,326119,420206,"[ 0.51127285  0.50899637  0.50435966 ... -0.8816582  -0.88917327
 -0.9000397 ]",200_3p4_Al_mc_AKGC417L
0,0.309,6.503,0,0,6.194,6813.45,143391.15,6813,143391,"[-0.57936    -0.5798656  -0.57844037 ...  0.5095795   0.50880843
  0.50832486]",200_3p4_Ar_mc_AKGC417L
1,6.503,11.094,0,0,4.590999999999999,143391.15,244622.69999999998,143391,244622,[0.5082234  0.50718176 0.5068763  ... 0.20794384 0.20843756 0.21094157],200_3p4_Ar_mc_AKGC417L
2,11.094,14.79,0,0,3.6959999999999997,244622.69999999998,326119.5,244622,326119,[0.21222499 0.21297616 0.21525073 ... 0.28102505 0.28694496 0.29269093],200_3p4_Ar_mc_AKGC417L
3,14.79,19.057,0,0,4.2669999999999995,326119.5,420206.85,326119,420206,"[ 0.29746398  0.30146518  0.30418152 ... -0.11756245 -0.11563013
 -0.11199241]",200_3p4_Ar_mc_AKGC417L
0,0.309,6.503,0,0,6.194,6813.45,143391.15,6813,143391,"[-0.06650519 -0.06570413 -0.06421346 ...  0.26986498  0.26661077
  0.26829296]",200_3p4_Pl_mc_AKGC417L
1,6.503,11.094,0,0,4.590999999999999,143391.15,244622.69999999998,143391,244622,[0.2756892  0.273774   0.27019525 ... 0.04721373 0.04769461 0.05385011],200_3p4_Pl_mc_AKGC417L
2,11.094,14.79,0,0,3.6959999999999997,244622.69999999998,326119.5,244622,326119,[0.06278966 0.07430375 0.07965448 ... 0.33040437 0.33345348 0.33724532],200_3p4_Pl_mc_AKGC417L
3,14.79,19.057,0,0,4.2669999999999995,326119.5,420206.85,326119,420206,[0.34092715 0.3412631  0.3412431  ... 0.01544618 0.01625388 0.01750793],200_3p4_Pl_mc_AKGC417L
0,0.309,6.503,0,0,6.194,6813.45,143391.15,6813,143391,"[ 0.7340341   0.73337984  0.7384735  ... -0.12110329 -0.11834613
 -0.11629072]",200_3p4_Pr_mc_AKGC417L
1,6.503,11.094,0,0,4.590999999999999,143391.15,244622.69999999998,143391,244622,"[-0.11632817 -0.12094237 -0.11804182 ... -0.18501353 -0.18258105
 -0.18610513]",200_3p4_Pr_mc_AKGC417L
2,11.094,14.79,0,0,3.6959999999999997,244622.69999999998,326119.5,244622,326119,"[-0.19140793 -0.19296035 -0.19616258 ...  0.41902518  0.42274925
  0.42003542]",200_3p4_Pr_mc_AKGC417L
3,14.79,19.057,0,0,4.2669999999999995,326119.5,420206.85,326119,420206,[0.4228802  0.42600822 0.42683107 ... 0.52490944 0.5236822  0.5271438 ],200_3p4_Pr_mc_AKGC417L
0,0.309,6.503,1,0,6.194,6813.45,143391.15,6813,143391,[0.21739906 0.21796255 0.21791573 ... 0.04584766 0.0463701  0.04654837],200_3p4_Tc_mc_AKGC417L
1,6.503,11.094,0,0,4.590999999999999,143391.15,244622.69999999998,143391,244622,[0.04666323 0.04641597 0.04688206 ... 0.09723061 0.09670982 0.09584635],200_3p4_Tc_mc_AKGC417L
2,11.094,14.79,0,0,3.6959999999999997,244622.69999999998,326119.5,244622,326119,[0.09471046 0.0934505  0.0922941  ... 0.00120185 0.00158324 0.00240522],200_3p4_Tc_mc_AKGC417L
3,14.79,19.057,0,0,4.2669999999999995,326119.5,420206.85,326119,420206,[0.00312656 0.00452279 0.00543428 ... 0.19361533 0.19302598 0.19227831],200_3p4_Tc_mc_AKGC417L
0,0.05,2.007,0,0,1.957,1102.5,44254.350000000006,1102,44254,"[-0.00371325 -0.00361109 -0.00331475 ... -0.0276706  -0.02739037
 -0.02726176]",201_1b1_Al_sc_Meditron
1,2.007,5.122,1,0,3.1149999999999998,44254.350000000006,112940.09999999999,44254,112940,"[-0.0268861  -0.02667736 -0.02649274 ...  0.00374056  0.00393631
  0.00382029]",201_1b1_Al_sc_Meditron
2,5.122,8.407,0,1,3.285,112940.09999999999,185374.35,112940,185374,[0.00381215 0.0037621  0.00363644 ... 0.00871274 0.00866112 0.00861899],201_1b1_Al_sc_Meditron
3,8.407,11.75,1,1,3.343,185374.35,259087.5,185374,259087,"[ 0.00863001  0.00858228  0.00854687 ... -0.03365595 -0.03343301
 -0.03329839]",201_1b1_Al_sc_Meditron
4,11.75,15.036,1,1,3.2859999999999996,259087.5,331543.8,259087,331543,"[-0.03305657 -0.03293852 -0.03295296 ...  0.02967055  0.02968942
  0.02966822]",201_1b1_Al_sc_Meditron
5,15.036,18.293,0,1,3.2569999999999997,331543.8,403360.64999999997,331543,403360,[0.02962646 0.02955426 0.02932543 ... 0.02702328 0.0268563  0.02661552],201_1b1_Al_sc_Meditron
6,18.293,19.979,0,0,1.686,403360.64999999997,440536.94999999995,403360,440536,[0.02640317 0.02611906 0.0258358  ... 0.01257573 0.01276079 0.01278867],201_1b1_Al_sc_Meditron
0,0.022,0.893,0,0,0.871,485.09999999999997,19690.65,485,19690,"[ 0.00233016  0.00192309  0.00135156 ... -0.00776998 -0.00756445
 -0.00730693]",201_1b1_Ar_sc_Meditron
1,0.893,4.093,0,1,3.2,19690.65,90250.65,19690,90250,"[-0.00706868 -0.00679502 -0.0066993  ... -0.00134997 -0.00123279
 -0.00124934]",201_1b1_Ar_sc_Meditron
2,4.093,7.25,0,1,3.157,90250.65,159862.5,90250,159862,"[-0.00132612 -0.00143469 -0.00145309 ...  0.01102901  0.01079249
  0.01059314]",201_1b1_Ar_sc_Meditron
3,7.25,10.364,0,1,3.1140000000000008,159862.5,228526.2,159862,228526,[0.01042756 0.01028775 0.01009068 ... 0.00175737 0.0016653  0.00153031],201_1b1_Ar_sc_Meditron
4,10.364,13.707,0,1,3.343,228526.2,302239.35000000003,228526,302239,[0.00152626 0.00161783 0.00151813 ... 0.01003923 0.01000926 0.01010304],201_1b1_Ar_sc_Meditron
5,13.707,17.107,0,1,3.3999999999999986,302239.35000000003,377209.35,302239,377209,"[ 0.01007051  0.00985649  0.00970524 ... -0.0200495  -0.02002364
 -0.02001973]",201_1b1_Ar_sc_Meditron
6,17.107,19.95,0,1,2.843,377209.35,439897.5,377209,439897,"[-0.02000104 -0.01989029 -0.01985364 ...  0.00044261  0.00060124
  0.00074992]",201_1b1_Ar_sc_Meditron
0,0.022,2.636,0,1,2.6140000000000003,485.09999999999997,58123.8,485,58123,[0.00235584 0.00263486 0.00303186 ... 0.00940937 0.00920722 0.00914084],201_1b2_Al_sc_Meditron
1,2.636,5.907,1,1,3.271,58123.8,130249.35,58123,130249,"[ 0.00925014  0.00915855  0.00898677 ... -0.01168125 -0.01129501
 -0.01084371]",201_1b2_Al_sc_Meditron
2,5.907,9.193,1,1,3.2859999999999996,130249.35,202705.65,130249,202705,"[-0.01055354 -0.01022332 -0.00985908 ...  0.00341178  0.0031242
  0.00299026]",201_1b2_Al_sc_Meditron
3,9.193,12.507,1,1,3.314,202705.65,275779.35,202705,275779,"[ 0.00287547  0.0027707   0.00278984 ... -0.01777773 -0.01747387
 -0.01685885]",201_1b2_Al_sc_Meditron
4,12.507,15.807,1,1,3.3000000000000007,275779.35,348544.35000000003,275779,348544,"[-0.01656453 -0.01606955 -0.01549635 ... -0.00932689 -0.00919151
 -0.00915934]",201_1b2_Al_sc_Meditron
5,15.807,19.322,1,1,3.514999999999999,348544.35000000003,426050.1,348544,426050,"[-0.00915002 -0.00902705 -0.00895192 ...  0.00087293  0.00076514
  0.00081032]",201_1b2_Al_sc_Meditron
6,19.322,19.993,0,0,0.6709999999999994,426050.1,440845.64999999997,426050,440845,[0.00046405 0.0001895  0.00012266 ... 0.01971553 0.01987003 0.01972275],201_1b2_Al_sc_Meditron
0,0.05,1.907,0,0,1.857,1102.5,42049.35,1102,42049,"[-0.00038464 -0.00024958 -0.0001542  ...  0.02325685  0.02323351
  0.02332335]",201_1b2_Ar_sc_Meditron
1,1.907,5.307,0,1,3.4000000000000004,42049.35,117019.35,42049,117019,[0.02336779 0.02334752 0.02332712 ... 0.00178665 0.00186327 0.00184213],201_1b2_Ar_sc_Meditron
2,5.307,8.793,1,1,3.485999999999999,117019.35,193885.65,117019,193885,"[ 0.00189207  0.00205201  0.0019961  ... -0.00294468 -0.00291056
 -0.00303903]",201_1b2_Ar_sc_Meditron
3,8.793,12.05,0,1,3.2570000000000014,193885.65,265702.5,193885,265702,"[-0.00298586 -0.00293766 -0.00313464 ... -0.00412999 -0.00435443
 -0.00431088]",201_1b2_Ar_sc_Meditron
4,12.05,15.407,0,1,3.3569999999999993,265702.5,339724.35,265702,339724,"[-0.00426163 -0.00432414 -0.00435263 ... -0.00015433 -0.00032001
 -0.00048684]",201_1b2_Ar_sc_Meditron
5,15.407,18.45,0,1,3.0429999999999993,339724.35,406822.5,339724,406822,"[-0.00056716 -0.00084789 -0.00108769 ... -0.02131628 -0.02122969
 -0.02115369]",201_1b2_Ar_sc_Meditron
6,18.45,19.964,0,1,1.5139999999999993,406822.5,440206.19999999995,406822,440206,"[-0.0212989  -0.02128511 -0.02138784 ...  0.01467759  0.01481719
  0.01519153]",201_1b2_Ar_sc_Meditron
0,0.036,3.407,0,1,3.371,793.8,75124.35,793,75124,"[ 0.02268708  0.02195564  0.02141323 ... -0.00790606 -0.00770388
 -0.00762872]",201_1b3_Al_sc_Meditron
1,3.407,6.479,0,1,3.072,75124.35,142861.95,75124,142861,"[-0.00738758 -0.00732639 -0.00706022 ...  0.00847533  0.00813421
  0.00773023]",201_1b3_Al_sc_Meditron
2,6.479,9.764,1,1,3.2849999999999993,142861.95,215296.19999999998,142861,215296,"[ 0.00735305  0.00678142  0.00661676 ... -0.00120064 -0.00105064
 -0.00105441]",201_1b3_Al_sc_Meditron
3,9.764,13.25,1,1,3.4860000000000007,215296.19999999998,292162.5,215296,292162,"[-0.00080952 -0.00077528 -0.00063632 ...  0.02960386  0.0293841
  0.02924863]",201_1b3_Al_sc_Meditron
4,13.25,17.007,0,1,3.7570000000000014,292162.5,375004.35000000003,292162,375004,[0.0291494  0.02894694 0.02901403 ... 0.00443015 0.00444307 0.00444885],201_1b3_Al_sc_Meditron
5,17.007,19.964,0,1,2.956999999999997,375004.35000000003,440206.19999999995,375004,440206,"[ 0.00431301  0.00439701  0.00448064 ... -0.02797833 -0.02846034
 -0.02888448]",201_1b3_Al_sc_Meditron
0,0.036,1.122,0,1,1.086,793.8,24740.100000000002,793,24740,"[ 0.00961308  0.00967762  0.00936394 ... -0.01886103 -0.01887626
 -0.01876292]",201_1b3_Ar_sc_Meditron
1,1.122,4.507,0,1,3.385,24740.100000000002,99379.34999999999,24740,99379,"[-0.01892105 -0.01895599 -0.01908823 ... -0.00343606 -0.00340981
 -0.00335078]",201_1b3_Ar_sc_Meditron
2,4.507,7.807,0,1,3.3000000000000007,99379.34999999999,172144.35,99379,172144,"[-0.00338073 -0.00322564 -0.00317397 ... -0.0025527  -0.00235794
 -0.0020764 ]",201_1b3_Ar_sc_Meditron
3,7.807,11.164,0,1,3.3569999999999993,172144.35,246166.19999999998,172144,246166,"[-0.00192103 -0.00174367 -0.00125534 ... -0.00437685 -0.00429487
 -0.00418689]",201_1b3_Ar_sc_Meditron
4,11.164,14.75,0,1,3.5860000000000003,246166.19999999998,325237.5,246166,325237,"[-0.00413481 -0.0042085  -0.00415827 ...  0.01848858  0.0183512
  0.01819637]",201_1b3_Ar_sc_Meditron
5,14.75,17.907,0,1,3.157,325237.5,394849.35,325237,394849,"[ 0.0179776   0.01807021  0.01785756 ... -0.01567257 -0.01521618
 -0.01501329]",201_1b3_Ar_sc_Meditron
6,17.907,19.964,0,1,2.0569999999999986,394849.35,440206.19999999995,394849,440206,"[-0.014713   -0.01445671 -0.01426709 ...  0.0114394   0.01157926
  0.01153375]",201_1b3_Ar_sc_Meditron
0,0.035,1.181,0,0,1.1460000000000001,771.7500000000001,26041.050000000003,771,26041,[0.06857311 0.06874522 0.06786427 ... 0.01280356 0.01260857 0.01242127],202_1b1_Ar_sc_Meditron
1,1.181,3.373,0,0,2.192,26041.050000000003,74374.65000000001,26041,74374,"[ 0.01196466  0.01200097  0.01179138 ... -0.0537345  -0.05422942
 -0.05401413]",202_1b1_Ar_sc_Meditron
2,3.373,5.381,0,0,2.008,74374.65000000001,118651.05,74374,118651,"[-0.05401461 -0.05456014 -0.05432508 ... -0.02461824 -0.02520277
 -0.02476957]",202_1b1_Ar_sc_Meditron
3,5.381,6.824,0,0,1.4429999999999996,118651.05,150469.19999999998,118651,150469,"[-0.02454194 -0.02499128 -0.02527428 ...  0.02413812  0.02413899
  0.02375076]",202_1b1_Ar_sc_Meditron
4,6.824,8.394,0,0,1.5700000000000003,150469.19999999998,185087.7,150469,185087,[0.0238493  0.02333247 0.0232174  ... 0.00197579 0.00177304 0.00137574],202_1b1_Ar_sc_Meditron
5,8.394,10.247,0,0,1.8529999999999998,185087.7,225946.35,185087,225946,"[ 0.00158565  0.00180495  0.00208909 ... -0.02361416 -0.0235943
 -0.02356933]",202_1b1_Ar_sc_Meditron
6,10.247,12.255,0,0,2.008000000000001,225946.35,270222.75,225946,270222,"[-0.0236917  -0.02356835 -0.02313669 ...  0.0239809   0.02411652
  0.02407855]",202_1b1_Ar_sc_Meditron
7,12.255,14.263,0,0,2.007999999999999,270222.75,314499.15,270222,314499,[0.02404903 0.02405056 0.02441486 ... 0.00812613 0.00819872 0.00822963],202_1b1_Ar_sc_Meditron
8,14.263,17.078,0,0,2.8149999999999995,314499.15,376569.89999999997,314499,376569,"[ 0.00824744  0.0083869   0.00818501 ... -0.01863281 -0.019274
 -0.01912524]",202_1b1_Ar_sc_Meditron
9,17.078,17.445,0,0,0.3670000000000009,376569.89999999997,384662.25,376569,384662,"[-0.01900335 -0.01941922 -0.01912324 ...  0.1257362   0.12588973
  0.12608957]",202_1b1_Ar_sc_Meditron
0,0.411,2.351,1,0,1.94,9062.55,51839.55,9062,51839,"[-0.10422223 -0.10577846 -0.10693378 ...  0.24041814  0.2509843
  0.25412977]",203_1p2_Al_mc_AKGC417L
1,2.351,4.327,1,0,1.976,51839.55,95410.35,51839,95410,"[ 0.2623646   0.26698297  0.26790828 ... -0.24540941 -0.24833323
 -0.24361399]",203_1p2_Al_mc_AKGC417L
2,4.327,6.482,1,0,2.1550000000000002,95410.35,142928.1,95410,142928,"[-0.24101126 -0.24145742 -0.23903203 ...  0.5822153   0.58997035
  0.6054563 ]",203_1p2_Al_mc_AKGC417L
3,6.482,8.47,1,0,1.9880000000000004,142928.1,186763.5,142928,186763,"[ 0.6123381   0.61079717  0.6207859  ... -0.31330258 -0.3111466
 -0.30764833]",203_1p2_Al_mc_AKGC417L
4,8.47,10.566,1,0,2.096,186763.5,232980.30000000002,186763,232980,"[-0.30779514 -0.31331983 -0.3084455  ... -0.27495202 -0.28323692
 -0.27885926]",203_1p2_Al_mc_AKGC417L
5,10.566,12.554,1,1,1.9879999999999995,232980.30000000002,276815.7,232980,276815,"[-0.28150252 -0.28357685 -0.2821606  ...  0.12780833  0.1383687
  0.1332496 ]",203_1p2_Al_mc_AKGC417L
6,12.554,14.673,1,0,2.1189999999999998,276815.7,323539.65,276815,323539,"[ 0.13463306  0.131443    0.13008566 ... -0.53909194 -0.5438232
 -0.5367189 ]",203_1p2_Al_mc_AKGC417L
7,14.673,16.792,1,0,2.1190000000000015,323539.65,370263.60000000003,323539,370263,"[-0.52756774 -0.5235903  -0.52201134 ... -0.498472   -0.48539498
 -0.48034447]",203_1p2_Al_mc_AKGC417L
8,16.792,18.792,1,0,2.0,370263.60000000003,414363.60000000003,370263,414363,"[-0.47667083 -0.47518533 -0.4827896  ...  0.06290106  0.06488894
  0.07008124]",203_1p2_Al_mc_AKGC417L
9,18.792,19.577,0,0,0.7850000000000001,414363.60000000003,431672.85000000003,414363,431672,[0.06877071 0.07219519 0.06713448 ... 0.07728449 0.07957555 0.08007234],203_1p2_Al_mc_AKGC417L
0,0.411,2.351,1,0,1.94,9062.55,51839.55,9062,51839,"[-0.25841936 -0.25512666 -0.2516225  ...  0.188382    0.18629743
  0.18335225]",203_1p2_Ar_mc_AKGC417L
1,2.351,4.327,1,0,1.976,51839.55,95410.35,51839,95410,"[ 0.18014207  0.1779534   0.17657776 ... -0.63958734 -0.6389684
 -0.6403525 ]",203_1p2_Ar_mc_AKGC417L
2,4.327,6.482,1,0,2.1550000000000002,95410.35,142928.1,95410,142928,"[-0.63768137 -0.63882333 -0.64174455 ... -0.3458825  -0.33714274
 -0.3316051 ]",203_1p2_Ar_mc_AKGC417L
3,6.482,8.47,1,0,1.9880000000000004,142928.1,186763.5,142928,186763,"[-0.32384667 -0.31457517 -0.31030998 ...  0.15786593  0.15322074
  0.14883417]",203_1p2_Ar_mc_AKGC417L
